recnum,filial,pedido,fornecedor,nota_fiscal,modelo,serie,serie_nf,comprador,dt_emissao,dt_entrada,transacao,operacao,centro_custo,cnpj,inscricao,frete_pg,vr_produtos,vr_total,vr_frete,icmsfrete,ipifrete,vr_icmsfrete,vr_ipifrete,vr_descontos,vr_despesas,vr_encargos,vr_ipi,vr_baseicms,vr_icms,vr_basesubst,vr_icmsubst,vr_seguro,vr_embalagem,icmsembalagem,ipiembalagem,vr_icmsembal,vr_ipiembal,vr_descarga,vr_servico,vr_baseiss,vr_iss,fatura,itens,conta_caixa,banco,transportadora,conhecimento,dt_emissaof,dt_vencimentof,vr_fretef,vr_icmsf,vr_freteratear,vr_baseicmsf,vr_icmsfratear,cfop_fratear,vr_dinheiro,vr_prazo,vr_cheque,vr_chequepre,vr_cartao,vr_electron,vr_outros,vr_antecipado,sequencia,observacao,foto,impresso,fechado,compensar_chq,digitar_serial,status_fornec,status_transp,tmp_vrtotal,data_inc,data_alt,data_exc,hora_inc,hora_alt,hora_exc,usu_inc,usu_alt,usu_exc,maq_inc,maq_alt,maq_exc,envia_pocket,dtexportacao,xml_nfe,desc_condic,modelo_ctrc,serie_ctrc,chave_nfe,vr_pis_st,vr_cofins_st,chave_cte,tp_cte,vr_servico_ct,vr_desconto_ct,vr_outros_ct,vr_isento_ct,aliq_icms_ct,vr_pis,vr_cofins,cst_ct,vr_redicms_ct,id_cadcon,vr_recsubst,digita_lote,vr_deson,portador,situacao_doc,status_conferencia,id,regime_trib,recnum_2,filial_2,pedido_2,fornecedor_2,nota_fiscal_2,modelo_2,serie_2,item,sequencia_2,operacao_2,matricula,qtd_entrada,qtd_transferida,qtd_compra,und_compra,vr_base,vr_entrada,vr_desconto,vr_total_2,vr_custo,vr_custozero,markup,lucro,vr_venda,icms,ipi,substituicao,reducao,cst,dt_entrada_2,utiliza_serial,fechado_2,desp_ipi,desp_frete,desp_encargos,desp_subst,desp_ipifrete,desp_icmsfrete,desp_desconto,desp_embalagem,desp_icmsembal,desp_ipiembal,desp_iss,cfop,data_inc_2,data_alt_2,data_exc_2,hora_inc_2,hora_alt_2,hora_exc_2,usu_inc_2,usu_alt_2,usu_exc_2,maq_inc_2,maq_alt_2,maq_exc_2,envia_pocket_2,dtexportacao_2,cst_ipi,ipi_unidade,vr_baseipi,cst_pis,vr_basepis,vr_basecofins,aliq_pis,aliq_cofins,vr_pis_2,vr_cofins_2,icms_padrao_uf,vr_baseicms_2,vr_icms_2,vr_basesubst_2,vr_icmsseguro,vr_icmsfrete_2,desp_pis_st,desp_cofins_st,vr_reducaoicms,desc_condic_2,usa_baseicms,nat_bc_pis,xml_nfe_2,limite_desca,limite_descv,vr_minimoa,vr_minimov,desp_recsubst,al_cred_antec,vr_cred_antec,desp_deson,temp_qtentrega,ultimo_conferido,id_2,vr_custozeroa,lucroa,markupa,vr_vendaa,qtd_tributavel,adrem_icms,vricms_monofasico,qtd_tributavelretencao,adrem_icmsretencao,vricms_monoretencao,recnum_3,matricula_2,tipo,fornecedor_3,marca,grupo,cod_remarcacao,descricao,desc_fabrica,referencia,unidade,grade_padrao,codigo_fiscal,codigo_barra,status,peso,unidade_compra,ipi_compra,subst_compra,icms_compra,cst_compra,editar,aplicacao,observacao_2,imprime_codbar,imprime_etiq,imprime_tabela,desconto_ok,utiliza_balanca,suspensa,custo_adicional,foto_2,tmp_codbarra,cod_enq_ipi,data_inc_3,hora_inc_3,usu_inc_3,maq_inc_3,data_alt_3,hora_alt_3,usu_alt_3,maq_alt_3,envia_pocket_3,dtexportacao_3,sped_1400,tipo_item,codigo_ex_tipi,ipi_unid_compra,reducao_compra,validade,codigo_anp,composicao,ativ_cont_prev,compos_prod,pais_origem,largura,rendimento,imagens,al_tributos,ippt,codigo_fci,unidade_entrega,codigo_imp,desc_adicional,codigo_cest,mva_padrao,usa_lote,altura,comprimento,cta_contabil,calcula_fem,calcula_fcp,perc_glp,perc_gnimp,perc_gnnac,vr_partida,id_edicao,calcular_fcp_st,codigo_anvisa,motivo_isencao,ean_tributavel,qtd_embalagem
13841,1,6092,139,333212,55,,1,1,2024-10-19,2024-10-28,1,2,1,N, ,2,1215.12,115.4400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333212,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,1248.61,0.00,0.00,0.00,0.00,0.00,0.00,9,, ,S,S,N,N,N,N,1215.12,2020-03-19,0001-01-01,0001-01-01,10:37,08:54, ,1,0,0,SERVIDOR, , ,S,2024-10-28 08:56:07.421,S,N, , ,32241021129160000105550010003332121006875470,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7260,0.00, ,0.0000,2,00,N,5ff5c449-d4f0-4954-9a0b-372b776c074e,3,,,,,,,,1009,,,13852,12.0000,0.0000,12.0000,UN,9.620000,9.620000,0.000000,,9.9325,9.9330,39.9440,28.54,13.9000,0.00,3.25,0.0000,0.0000,060,,N,,3.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,115.44,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,9.9330,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,SORVETE 500ML/ 240G MORANGO MESCLADO LUIGI,SORVETE 500ML/ 240G MORANGO MESCLADO LUIGI,5546,UN, ,21050010,7898944770591,N,0.0000,UN,3.25,0.0000,0.00,060,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,2300100,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"28/10/2024 08:54:58,",N, ,0, ,0.0000
19094,1,6093,179,102300,55,,1,1,2024-10-25,2024-10-28,1,19,1,N, ,2,150.00,150.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102300,1001,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,S,S,N,N,N,N,150.00,2024-10-28,0001-01-01,0001-01-01,09:00,09:02, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-28 09:02:33.888,S,N, , ,31241005915032000130550010001023001001694445,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7261,0.00, ,0.0000,2,00,N,2386a36f-f96d-4e09-8564-6fba9eb2b61f,3,,,,,,,,1001,,,19043,1.0000,0.0000,1.0000,UN,150.000000,150.000000,0.000000,,150.0000,150.0000,-100.0000,0.00,0.0000,0.00,0.00,0.0000,0.0000,041,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5560,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,150.0000,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,DISPLAY DE CHAO SEED 500,DISPLAY DE CHAO SEED 500,99869,UN,,94037000,,N,0.0000,UN,0.00,0.0000,0.00,041,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"28/10/2024 09:02:18,",N,,0,,0.0000
16685,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,1248.8600,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,1242.52,211.23,1758.60,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,5,,,D,S,N,N,N,N,2082.44,2022-10-15,0001-01-01,0001-01-01,07:29,10:18, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-28 10:19:34.486,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,fdb17943-1d7f-438f-926f-886843dcabf6,3,,,,,,,,1005,,,16664,180.0000,0.0000,180.0000,UN,6.938111,6.938111,0.000000,,7.5246,7.5250,28.7770,22.34,9.6900,17.00,1.95,0.0000,0.0000,010,,N,,24.2300,0.0000,8.0200,87.7300,0.0000,0.0000,14.4200,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,00,0.00,1242.52,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,7.5250,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,COCA-COLA ORIGINAL PET 2L,COCA-COLA ORIGINAL PET 2L,110440,UN,,22021000,7894900027013,N,0.0000,UN,1.95,0.0000,17.00,010,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,0301001,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:19,",N, ,0, ,0.0000
18674,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,32.7700,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,33.00,5.61,60.96,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,6,,,D,S,N,N,N,N,2082.44,2024-07-08,0001-01-01,0001-01-01,14:57,08:16, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-29 08:16:36.012,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,ac999413-b776-44a4-9031-acbb92c20449,3,,,,,,,,1006,,,18623,24.0000,0.0000,24.0000,UN,1.365416,1.365416,0.000000,,1.5988,1.5990,56.3670,36.04,2.5000,17.00,1.95,0.0000,0.0000,010,,N,,0.6400,0.0000,0.2100,4.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,33.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,1.5990,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,COCA-COLA PET 200ML,COCA-COLA PET 200ML,110663,UN,,22021000,78908901,N,0.0000,UN,1.95,0.0000,17.00,010,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,0301001,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"29/10/2024 08:16:36,",N,,0,,0.0000
12884,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,84.6000,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,0.00,0.00,0.00,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,7,, ,D,S,N,N,N,N,2082.44,2020-12-07,2020-09-10,0001-01-01,17:03,10:18, ,1,1,0,DESKTOP-VUTA7M7,SRV-MERCBARBOSA, ,S,2024-10-28 10:19:34.568,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,b13e0c31-2abe-4bc0-a128-d2d25e744a44,3,,,,,,,,1007,,,12895,12.0000,0.0000,12.0000,UN,7.050000,7.050000,0.000000,,7.0953,7.0950,39.5280,28.33,9.9000,0.00,0.00,0.0000,0.0000,360,,N,,0.0000,0.0000,0.5400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,7.0950,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0, MONSTER ENERGY LT 473ML, MONSTER ENERGY LT 473ML,207001,UN, ,22029900,070847022503,N,0.0000,UN,0.00,0.0000,0.00,360,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, ,F604DA5F-1768-46FD-8C23-4A6093F57004, , , ,0301300,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:20,",N, ,0, ,0.0000
14753,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,84.6000,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,0.00,0.00,0.00,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,8,, ,D,S,N,N,N,N,2082.44,2020-12-21,0001-01-01,0001-01-01,07:39,10:18, ,1,0,0,SRV-MERCBARBOSA, , ,S,2024-10-28 10:19:34.608,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,077297dd-f0d4-4483-90ac-277904aa9747,3,,,,,,,,1008,,,14732,12.0000,0.0000,12.0000,UN,7.050000,7.050000,0.000000,,7.0953,7.0950,39.5280,28.33,9.9000,0.00,0.00,0.0000,0.0000,560,,N,,0.0000,0.0000,0.5400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,7.0950,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,MONSTER MANGO LOCO L473 6,MONSTER MANGO LOCO L473 6,00112676,UN, ,22029900,00070847033301,N,0.0000,UN,0.00,0.0000,0.00,560,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, ,1D52B698-26D0-4945-8866-5C1B9AA65B43, , , ,0301300,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:20,",N, ,0, ,0.0000
7208,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,19.4000,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,8.04,1.37,0.00,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,9,, ,D,S,N,N,N,N,2082.44,2017-10-31,0001-01-01,0001-01-01,07:00,10:18, ,999999,0,0,MIGRACAO, , ,S,2024-10-28 10:19:34.650,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,acf14661-7fdc-432e-88c9-eba1ea3deca0,3,,,,,,,,1009,,,7193,12.0000,0.0000,12.0000,UN,1.616666,1.616666,0.000000,,1.6504,1.6500,51.4780,34.00,2.5000,17.00,1.46,0.0000,7.0000,020,,N,,0.2800,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,19.52,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,1.6500,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,KAPO MOR TWD 200ML, , ,UN, ,22021000,7894900583700,N,0.0000,UN,1.46,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1711100,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:20,",N, ,0, ,0.0000
6833,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,38.7900,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,16.07,2.73,0.00,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,10,, ,D,S,N,N,N,N,2082.44,2017-10-31,0001-01-01,0001-01-01,07:00,10:18, ,999999,0,0,MIGRACAO, , ,S,2024-10-28 10:19:34.690,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,c48fb85f-3f25-405e-a094-4787d592fef6,3,,,,,,,,1010,,,6818,24.0000,0.0000,24.0000,UN,1.616250,1.616250,0.000000,,1.6504,1.6500,51.4780,34.00,2.5000,17.00,1.46,0.0000,7.0000,020,,N,,0.5700,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,39.03,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,1.6500,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,KAPO UVA TWD 200ML, , ,UN, ,22021000,7894900593709,N,0.0000,UN,1.46,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1711100,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:21,",N, ,0, ,0.0000
17681,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,127.7700,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,128.59,21.86,162.72,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,11,,,D,S,N,N,N,N,2082.44,2023-08-29,0001-01-01,0001-01-01,17:43,10:18, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-28 10:19:34.734,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,25cc813c-503c-4471-a09e-c8d81ad05654,3,,,,,,,,1011,,,17660,18.0000,0.0000,18.0000,UN,7.098333,7.098333,0.000000,,7.6055,7.6060,27.4070,21.51,9.6900,17.00,1.95,0.0000,0.0000,010,,N,,2.5100,0.0000,0.8200,5.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,00,0.00,128.59,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,7.6060,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,COCA-COLA SA 2L+250ML GT,COCA-COLA SA 2L+250ML GT,113159,UN,,22021000,7894900708394,N,0.0000,UN,1.95,0.0000,17.00,010,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,0301001,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:21,",N, ,0, ,0.0000
17539,1,6094,141,1672971,55,,10,1,2024-10-25,2024-10-28,1,2,1,N, ,2,2082.44,23.1800,0.00,0.00,0.00,0.00,0.00,14.42,13.38,0.00,33.82,9.60,1.63,0.00,125.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672971,1015,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,2240.64,0.00,12,,,D,S,N,N,N,N,2082.44,2023-07-14,0001-01-01,0001-01-01,11:04,10:18, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-28 10:19:34.773,S,N, , ,32241000074569001840550100016729711334593105,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7262,0.00, ,0.0000,2,00,N,36732e4f-6e1e-4ffc-80e3-d051636f4169,3,,,,,,,,1012,,,17518,6.0000,0.0000,6.0000,UN,3.863333,3.863333,0.000000,,3.9449,3.9450,49.5600,33.14,5.9000,17.00,1.46,0.0000,7.0000,020,,N,,0.3400,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,00,0.00,23.32,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,3.9450,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,DV FRUT UVA PET 1L,DV FRUT UVA PET 1L,113670,UN,,22021000,7894900550030,N,0.0000,UN,1.46,0.0000,17.00,020,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,7.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,1711100,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"28/10/2024 10:18:21,",N, ,0, ,0.0000
5829,1,6096,164,95428,55,1,1,1,2024-10-23,2024-10-28,1,2,1,N, ,2,1194.19,33.2200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.68,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95428,1025,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,1194.19,0.00,0.00,0.00,0.00,0.00,0.00,9,, ,S,S,N,N,N,N,1194.19,2017-10-31,0001-01-01,0001-01-01,07:00,14:33, ,999999,0,0,MIGRACAO, , ,S,2024-10-28 14:37:01.296,S,N, , ,32241045143101000150550010000954281381400348,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7265,0.00, ,0.0000,2,00,N,593e45d6-718d-4e2c-8b6f-bebe4e662813,3,,,,,,,,1009,,,5815,6.0000,0.0000,6.0000,UN,5.536666,5.536666,0.000000,,5.5367,5.5370,78.8060,44.07,9.9000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,5.5370,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,DES REXONA ROLL ON 50ML ACTIVE EMOT, ,,UN, ,33072010,78926523,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,2002700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"28/10/2024 14:33:43,",N, ,0, ,0.0000
5829,1,6096,164,95428,55,1,1,1,2024-10-23,2024-10-28,1,2,1,N, ,2,1194.19,33.2200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.68,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95428,1025,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,1194.19,0.00,0.00,0.00,0.00,0.00,0.00,9,, ,N,S,N,N,N,N,1194.19,2017-10-31,0001-01-01,0001-01-01,07:00,14:33, ,999999,0,0,MIGRACAO, , ,S,2024-10-28 14:37:01.296,S,N, , ,32241045143101000150550010000954281381400348,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7264,0.00, ,0.0000,2,00,N,593e45d6-718d-4e2c-8b6f-bebe4e662813,3,,,,,,,,1009,,,5815,6.0000,0.0000,6.0000,UN,5.536666,5.536666,0.000000,,5.5367,5.5370,78.8060,44.07,9.9000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,5.5370,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,DES REXONA ROLL ON 50ML ACTIVE EMOT, ,,UN, ,33072010,78926523,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,2002700,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"28/10/2024 14:33:43,",N, ,0, ,0.0000
